"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$341.17","1185","$204.67","1078","$147.59","138"
"Alaska","$287.59","286","$256.51","339","$388.58","26"
"Arizona","$302.77","2133","$209.23","1832","$190.91","247"
"Arkansas","$352.4","654","$183.38","613","$129.26","127"
"California","$246.89","13291","$192.87","14368","$191.57","853"
"Colorado","$237.51","2492","$197.21","2060","$224.32","148"
"Connecticut","$346.54","1426","$275.71","1496","$252.31","95"
"Delaware","$372.03","387","$225.13","314","$206.61","36"
"District of Columbia","$347.44","487","$292.52","400","$205.81","42"
"Florida","$304.85","7365","$218.85","6011","$152.2","565"
"Georgia","$329.54","3477","$214.49","2558","$151.84","246"
"Hawaii","$315.13","361","$275.17","396","$167.62","27"
"Idaho","$275.44","343","$256.4","506","$140.27","26"
"Illinois","$357.59","4470","$286.7","4077","$188.31","370"
"Indiana","$334.42","1871","$208.9","1658","$166.46","267"
"Iowa","$371.09","763","$292.02","743","$247.69","107"
"Kansas","$352.19","926","$261.74","729","$121.53","117"
"Kentucky","$339.49","1146","$182.76","1110","$125.1","145"
"Louisiana","$370.56","1195","$244.13","989","$148.13","254"
"Maine","$319.85","498","$258.83","480","$218.52","55"
"Montana","$269.21","626","$250.94","296","$675.48","24"
"Nebraska","$345.37","570","$250.07","560","$140.63","67"
"Nevada","$268.12","985","$228.49","1056","$252.49","63"
"New Hampshire","$361.02","478","$289.88","498","$677.38","41"
"New Jersey","$353.16","2450","$291.79","3147","$233.2","214"
"New Mexico","$291.14","625","$214.74","485","$75.24","46"
"New York","$350.62","6341","$266.75","6550","$204.89","519"
"North Carolina","$354.14","3134","$246.66","2180","$151.32","248"
"North Dakota","$401.42","161","$354.76","233","$347.51","17"
"Ohio","$335.67","3382","$214.66","3209","$165.15","438"
"Oklahoma","$364.39","843","$228.42","774","$118.32","149"
"Oregon","$211.11","1772","$186.99","1489","$167.35","71"
"Maryland","$376.97","2205","$249.67","1766","$190.34","165"
"Massachusetts","$350.83","3166","$295.18","2765","$217.6","238"
"Michigan","$295.51","3320","$272.78","2817","$229.02","244"
"Minnesota","$367.85","1902","$277.14","1776","$179.7","104"
"Mississippi","$343.79","467","$146.59","403","$141.71","117"
"Missouri","$368.19","1759","$244.27","1479","$150.66","223"
"Pennsylvania","$369.17","4334","$267.26","3680","$193.29","405"
"Rhode Island","$331.92","578","$259.36","402","$201.75","34"
"South Carolina","$345.67","1299","$202.44","1031","$187.5","137"
"South Dakota","$388.48","178","$354.5","187","$124.17","21"
"Tennessee","$356.88","1740","$226.64","1414","$191.2","170"
"Texas","$340.61","6671","$234.92","6482","$143.34","949"
"Utah","$291.28","755","$242.89","784","$187.19","48"
"Vermont","$377.03","298","$319.97","260","$190.36","26"
"Virginia","$372.17","2729","$288.21","2231","$226.02","228"
"Washington","$234.29","2600","$191.3","2630","$144.89","120"
"West Virginia","$358.92","425","$215.12","418","$158.18","44"
"Wisconsin","$356.69","1793","$269.45","1573","$240.15","139"
"Wyoming","$353.67","101","$376.85","146","$161.3","11"
